brand_name,product_name,product_url,product_id,flavor,origin,alcohol_degree,ingredients,production_process,rating,comment_tags
五粮液,52°红密鉴500ml 五粮液股份有限公司出品*2 双瓶装,https://www.jiuxian.com/goods-99582.html,99582,浓香型,"中国,四川",52.0,"糯米,小麦,大米,玉米,高粱,水",,4.9,"['回味甘甜悠长(603)', '包装给力(110)', '品质好酒(103)', '送货快(101)', '老牌名酒(92)', '多次购买(58)', '入口绵柔(13)', '窖香浓郁(9)', '香味协调(9)', '尾净爽口(8)']"
五粮液,52度五粮液股份出品浓香型白酒整箱500ml*6,https://www.jiuxian.com/goods-508154.html,508154,浓香型,"中国,河南",52,,,5.0,"['老牌名酒(5)', '品质好酒(5)', '入口绵柔(3)', '包装给力(2)', '送货快(2)', '窖香浓郁(1)', '香味协调(1)', '多次购买(1)']"
五粮液,52°五粮液 金谷醇·醇9 500ml*6（整箱装）,https://www.jiuxian.com/goods-636552.html,636552,,中国,52.0,,,5.0,"['送货快(16)', '包装给力(13)', '品质好酒(10)', '老牌名酒(8)', '多次购买(5)']"
五粮液,52°红密鉴500ml  五粮液股份有限公司出品,https://www.jiuxian.com/goods-97432.html,97432,浓香型,"中国,四川",52,"糯米,小麦,大米,玉米,高粱,水",,4.9,"['回味甘甜悠长(603)', '包装给力(110)', '品质好酒(103)', '送货快(101)', '老牌名酒(92)', '多次购买(58)', '入口绵柔(13)', '窖香浓郁(9)', '香味协调(9)', '尾净爽口(8)']"
五粮液,52°红密鉴500ml 五粮液股份有限公司出品*6 整箱装,https://www.jiuxian.com/goods-99583.html,99583,浓香型,"中国,四川",52.0,"糯米,小麦,大米,玉米,高粱,水",,4.9,"['回味甘甜悠长(603)', '包装给力(110)', '品质好酒(103)', '送货快(101)', '老牌名酒(92)', '多次购买(58)', '入口绵柔(13)', '窖香浓郁(9)', '香味协调(9)', '尾净爽口(8)']"
五粮液,52°五粮液一尊天下 彩龙 浓香型白酒500ml*6瓶整箱,https://www.jiuxian.com/goods-540020.html,540020,浓香型,"中国,四川",53,,,5.0,"['老牌名酒(7)', '包装给力(7)', '送货快(5)', '多次购买(5)', '品质好酒(4)']"
五粮液,五粮液股份出品 兴隆飘香兰 52度浓香型白酒礼盒装500ml*6瓶 送礼酒 纯粮白酒,https://www.jiuxian.com/goods-91083.html,91083,浓香型,"中国,四川",52,,,5.0,"['送货快(73)', '包装给力(53)', '多次购买(47)', '品质好酒(41)', '老牌名酒(29)', '香味协调(2)', '窖香浓郁(2)', '入口绵柔(1)', '回味甘甜悠长(1)', '尾净爽口(1)']"
五粮液,【2017年老酒】52°五粮液股份财富剑浓香白酒收藏礼酒亚克力礼盒500ml（6瓶整箱装）,https://www.jiuxian.com/goods-56624.html,56624,浓香型,"中国,河北",52,"糯米,小麦,大米,玉米,高粱,水",,5.0,"['包装给力(26)', '老牌名酒(21)', '品质好酒(20)', '送货快(18)', '多次购买(10)', '入口绵柔(1)']"
五粮液,【东晟之美】52°五粮液 五粮春第二代 浓香型白酒 500ml（6瓶装）,https://www.jiuxian.com/goods-65018.html,65018,浓香型,"中国,四川",52,,,5.0,"['送货快(18)', '包装给力(16)', '老牌名酒(14)', '品质好酒(10)', '多次购买(5)', '入口绵柔(1)', '香味协调(1)', '尾净爽口(1)', '窖香浓郁(1)']"
其他,54°董酒白标430ml,https://www.jiuxian.com/goods-513839.html,513839,,"中国,贵州",54,,,5.0,"['老牌名酒(46)', '送货快(44)', '品质好酒(38)', '包装给力(32)', '多次购买(29)']"
其他,贵州茅春酒白酒整箱 龙耀珍品 53度酱香型白酒礼盒装送礼酒 优级粮食酒 500ml*6瓶,https://www.jiuxian.com/goods-129973.html,129973,酱香型,"中国,贵州",53,,,5.0,"['老牌名酒(228)', '送货快(155)', '包装给力(136)', '品质好酒(133)', '多次购买(70)', '酱香突出(3)', '醇香秀雅(2)']"
其他,42°牛二犇浓香型白酒150ml*24瓶 小瓶酒 口粮酒,https://www.jiuxian.com/goods-40395.html,40395,浓香型,"中国,河北",42,"小麦,高粱,水",,5.0,"['老牌名酒(47)', '品质好酒(41)', '包装给力(27)', '送货快(26)', '多次购买(22)']"
五粮液,52° 五粮液 1618 500ml*6瓶【整箱装】,https://www.jiuxian.com/goods-1360654.html,1360654,,,52.0,,,5.0,"['老牌名酒(14)', '包装给力(14)', '送货快(14)', '品质好酒(13)', '多次购买(7)']"
五粮液,52°五粮液英雄赋锦绣满堂500ml 五粮液仙林生态有限公司出品,https://www.jiuxian.com/goods-1968234.html,1968234,,"中国,四川",52,,,5.0,"['送货快(4)', '老牌名酒(3)', '包装给力(3)', '品质好酒(3)', '多次购买(3)']"
五粮液,45°五味人生小酒礼盒145ml*4 五粮液股份有限公司出品,https://www.jiuxian.com/goods-890601.html,890601,,"中国,四川",45,,,5.0,"['包装给力(11)', '送货快(10)', '老牌名酒(8)', '品质好酒(5)', '多次购买(2)']"
五粮液,58°密鉴（艺术金）3000ml五粮液股份有限公司出品,https://www.jiuxian.com/goods-467841.html,467841,浓香型,"中国,四川",58,"糯米,小麦,大米,玉米,高粱,水",,5.0,"['回味甘甜悠长(115)', '包装给力(5)', '送货快(5)', '多次购买(4)', '老牌名酒(3)', '香味协调(3)', '窖香浓郁(2)', '品质好酒(2)']"
五粮液,五粮液出品 盛世佳酿·有凤来仪 52度纯粮浓香型白酒500ml*6瓶整箱,https://www.jiuxian.com/goods-467015.html,467015,浓香型,"中国,河北",52,,,5.0,"['老牌名酒(10)', '包装给力(9)', '尾净爽口(7)', '品质好酒(5)', '入口绵柔(3)', '窖香浓郁(3)', '香味协调(3)', '送货快(3)', '多次购买(3)', '回味甘甜悠长(2)']"
五粮液,五粮液股份出品天下酒仓白酒整箱 52度浓香型白酒礼盒装送礼酒 500ml*6瓶 团购,https://www.jiuxian.com/goods-63079.html,63079,浓香型,"中国,河北",52,,,4.9,"['品质好酒(17)', '老牌名酒(15)', '包装给力(13)', '多次购买(12)', '送货快(8)', '入口绵柔(1)']"
五粮液,【老酒特卖】39°五粮液普五经典款 水晶盒 500ml（2007年）,https://www.jiuxian.com/goods-34146.html,34146,浓香型,"中国,四川",39,"糯米,小麦,大米,玉米,高粱,水",包包曲制曲工艺，跑窖循环、续糟配料，分层起糟、分层入窖，分甑分级量质摘酒、按质并坛等酿酒工艺，原酒陈酿工艺，勾兑工艺以及相关的特殊技艺等。,5.0,"['品质好酒(17)', '老牌名酒(14)', '包装给力(12)', '送货快(11)', '多次购买(7)', '入口绵柔(6)', '回味甘甜悠长(5)', '香味协调(3)', '尾净爽口(3)', '窖香浓郁(2)']"
五粮液,52°五粮液股份富贵天下红瓶浓香白酒五粮液礼盒酒送礼宴请白酒带酒具500ml（2瓶礼盒装）,https://www.jiuxian.com/goods-55622.html,55622,浓香型,"中国,河北",52,"糯米,小麦,大米,玉米,高粱,水",,4.9,"['品质好酒(30)', '包装给力(24)', '送货快(23)', '老牌名酒(17)', '多次购买(10)']"
五粮液,五粮浓香 绵柔尖庄高光小瓶50度100ml*4瓶装 浓香型纯粮食白酒,https://www.jiuxian.com/goods-512847.html,512847,浓香型,中国,50,,,4.9,"['品质好酒(11)', '包装给力(10)', '老牌名酒(6)', '送货快(6)', '多次购买(5)', '香味协调(1)']"
